,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,74328.83513462951,29.884767176519244,-7.928880883406681,23.254012649288477,9.701587314065,23.79805605150059,50.98836490923429,30.080955398323052,12.176977344075123,18.399466683342446,-14.654228690930589,-10.56988243455986,23.33982163924899
1,320306.99341578333,6.729609220642837,-10.425714602639161,-6.639522443483186,13.635619076920715,36.982784299102136,31.440993187461483,-28.521001387606653,-58.73209236050182,15.554196057652975,-35.100569464034024,-6.241874851672183,134.40526185565568
2,-55838.04875012793,31.450726055151218,6.289691526689918,7.020361616046598,10.065954632304768,30.671415457725345,30.46699254425324,120.79512374118158,24.827273904254554,-13.605460208406734,-9.533106562569019,-12.221358178256693,-29.310457656252133
3,181516.8885738026,0.9964696509746886,-5.412069228670436,15.249956685347465,21.885481124874477,22.824089400710008,52.443133824018346,80.80999445657179,41.33301185220231,-41.68581861733385,6.618258077027704,-9.219163354523484,86.87368670805444
4,493967.2234809597,12.442481397741517,-6.51467899931648,38.42692569602661,30.259064946655048,48.26526604401978,51.436026709606466,123.57236403067768,43.49575470388699,1.006300470042596,0.108425784634119,-9.375731060060533,148.28198689692516
5,294177.3419700577,25.956633988956472,-7.2689508511790795,7.29717711058303,29.28776283300282,33.11533206627163,17.145399241536772,-61.575545980392796,20.184302455787474,18.939505010158765,0.6415615098082208,-9.55993025798883,-119.20913942416905
6,105382.93127436614,26.00285890193653,-7.239377667620998,3.430777973799218,11.036383698484727,24.15847216116346,20.603470980726065,118.68766535733161,-31.938538743966433,-4.425595147597095,24.805064176237032,-9.025277536991354,20.7578235578022
7,16171.241911005394,17.41012658149703,0.027326892327367958,41.28152103648668,11.169644284662997,36.789453344109035,27.215564459837292,-9.372655085027741,-35.466003679098066,36.87152881660604,-11.906771023043065,-6.128786915359907,-9.065002953119357
8,51595.45320939361,0.39896274313734725,-2.8278801021107043,27.39151511691825,21.633738337611604,18.39459674358642,51.303891433908504,41.7880164851219,2.6462319628845927,-25.914698868758972,-1.7236226722622114,-8.160561627453482,-34.54618687180533
9,58399.870967330375,44.12485741734399,-1.3536970271524336,16.690666311991805,29.24929098331239,38.893963924544536,48.95954888393612,-23.630472999818714,33.59487960098836,-56.310511190735824,-3.837986837759283,-9.706911971083926,2.5642159702290286
10,58114.26649913819,-5.28143644073696,1.8341710600081003,45.95169526731572,31.250897208178117,18.27563164351895,20.14544644318911,-5.410255470381362,83.44379179878877,6.72361365240238,-13.610754088020162,-8.68374241457946,10.751095308405864
11,53548.66136510373,19.730818138764583,-5.322180491153265,20.333648452878258,44.194394637102334,18.807490366444192,38.946168818009724,7.190425851930173,-17.189226465763035,29.504103960830246,4.8072791454960315,-10.838015991508804,-30.748437237488726
12,19398.18709781921,27.901101431418905,-8.29474457343097,-5.506692199039881,24.699937278137877,33.52073185908774,32.887804071336376,18.73442238681844,9.64853966529924,6.122296769954735,6.399399629480861,-5.050627149745722,-21.09123346336541
13,74020.65489226999,5.230841513430173,0.08688271260918956,-0.4936202979963813,14.015428199650238,39.39222311953331,33.60136324120721,59.11297363039847,-41.525492531121145,-14.993347003804914,1.555575682846655,-11.448282747746262,-46.559514162301184
14,283460.11692000803,39.912021846538096,-12.708877051268146,42.08735836104297,19.723849213191382,27.32423900600023,33.81592033530909,69.95801587839092,-40.81240998829151,58.26898358986592,-3.4277431996834773,-8.927996769221421,79.33439128983295
15,53720.059527242236,-1.8154571612970676,-8.84603987251188,9.280036115283222,31.20134203697661,28.280208950388158,32.938541066181436,6.489176717487013,25.80210395548562,-28.41860515960563,0.29564015084595896,-10.088194459757908,44.933263540016455
16,6202.928031107018,-5.336044129711233,-1.934325738883416,-0.8484807864533144,16.882333400214378,33.80442846712869,34.42634205258686,-56.155219524877346,-25.602296106593382,-20.0815881871815,-5.488949840568505,-5.874047951465741,-8.877752420753422
17,218913.45822999958,5.222732217270986,2.425205572417573,11.995822739479395,29.82724044429409,31.649362128635588,50.6042244819908,-36.311521316641574,-6.623873685373104,75.332070379887,-7.056925524800687,-13.731639750269402,104.28512416341516
18,48650.185025129605,-5.710825324564812,0.24008699783166332,32.50276016288544,9.450827357790269,19.906429354169617,43.56302801955917,-28.694862891160128,18.358661724341502,-5.263005294740219,6.359032037618414,-11.995937603636792,3.8211617501809334
19,-19878.95021236195,18.987420603454357,-3.370036899855597,59.06876303053004,40.633841596990194,28.96647998108954,20.742136535674064,36.05460403199657,26.497345803810685,-29.168492482661957,-1.5550164966971263,-7.712437275109843,-18.109109443423257
20,105621.1625627537,12.606728293395353,-6.814253005600946,53.53682069151374,27.32444123402906,47.45203213342374,15.559743862921728,-52.65629178708538,67.09112570657149,65.30112384368272,-3.4251383066468497,-8.80631763751184,-9.331765243360806
21,395950.06796474237,7.446858607978214,-5.297678692999586,49.94883411508862,43.765960921754285,14.875157047626626,16.020294980072762,-38.74159415169028,72.79027963142437,49.27094000787231,-13.521380311371567,-8.609807248889156,-125.60191243712032
22,118302.87244932432,42.81625046133897,-9.881078995823987,-2.7729542712425355,31.47317537874949,29.651073884003743,53.613280669616756,40.12082465480991,-64.9881333737929,22.506530066011056,12.880913882694067,-12.095364521820361,-12.511486461777505
23,57245.103697255334,21.904956898310214,6.67521044937821,19.49677554641157,31.893443423447316,38.153708889426255,50.30504968448116,31.424239328378732,8.17688336158865,-4.636788461884513,-2.532601053717822,-12.61379108850112,8.165878717147242
24,31998.552213230883,44.12432828498714,7.231157536351026,36.32439245165613,42.10810503367934,42.539272583613,19.034712604960152,40.26426357223049,-2.0550611854539085,24.593412928708517,0.9258341220284523,-10.191722099206952,-71.96179920287565
25,167954.15753798556,24.331331038551383,-7.783617922386728,19.244003770634947,25.804033010483316,52.6809301990812,19.144462888622503,-43.43312884622647,-0.5574774474486244,53.578586543167546,3.841609589659651,-6.97797162258985,-94.79847321163487
26,146512.34682781625,11.04853478720543,2.010721412752864,55.489233427934,33.61450424967283,8.841807858762545,15.470129351558459,80.03242063676896,29.49318564934637,-2.835080837397331,-7.570843032665784,-7.662598726747715,82.78032557701528
27,-86345.66913110495,41.302593443669366,0.8903189037090131,30.081158600184168,28.262964553016364,24.72641524903176,33.36570994661106,127.11255175041441,64.63543395952212,18.585903155018617,-4.194418047952535,-11.04709909642299,4.334696179353568
28,71010.31570144414,1.895654681883963,-2.2120226320241656,24.3539681677739,8.027636840882227,24.222907553674336,53.57958316709107,7.849171887963925,-16.110580871188183,-7.665027743906153,-15.895349014788273,-6.305757296677907,25.772805737576917
29,130048.57870714755,25.691381467508716,1.046501310400484,44.89641907727872,11.294749563832108,51.954834226944,34.09461334419114,63.283392866294136,-21.381585204257256,-22.09031173056315,10.749752063882108,-9.652245718635758,52.74417058602318
30,59364.42028222617,-5.8919770248685825,4.187378656003514,50.45681170770138,17.435156421111458,21.654234389894427,52.31913033332607,-9.439487238952179,-13.274453867359863,10.656940476313313,1.961262498632545,-9.931950937295147,-5.958904718901988
31,20550.987131994403,9.509657486245146,-3.892650880657955,55.341651587493104,21.384106073834555,32.45017698633134,11.355794921447439,-2.123066102518843,1.6725476860950923,60.02328600994289,9.625223415448824,-10.24027705820937,-7.244518341699986
32,52767.73719383066,4.942621360029603,6.911367796989318,21.44710047683619,34.42820829052282,27.444187642957,25.59043900509567,-14.40082864932253,-15.054491394780086,-80.27862121839189,-8.6032540754641,-10.125923850639632,61.71841110450761
